  125:  R.. 0x100ff
3276500:  R.. 0x02f7d
3287750:  W.. 0x06f7d
3308375:  R.. 0x02f7e
3319625:  W.. 0x06f7e
3338375:  R.. 0x02f7f
3349625:  W.. 0x06f7f
3364625:  R.. 0x0343f
3398375:  R.. 0x02ffa
3409625:  W.. 0x06ffa
3424625:  R.. 0x1353f
3428375:  R.. 0x02ffb
3439625:  W.. 0x06ffb
3458250:  R.. 0x02ffc
3469500:  W.. 0x06ffc
3484500:  R.. 0x0363f
3488250:  R.. 0x02ffd
3499500:  W.. 0x06ffd
3518250:  R.. 0x02ffe
3529500:  W.. 0x06ffe
3544500:  R.. 0x1373f
3548250:  R.. 0x02fff
3559500:  W.. 0x06fff
3604625:  R.. 0x0383f
3608375:  R.. 0x0307a
3619625:  W.. 0x0707a
3638375:  R.. 0x0307b
3649625:  W.. 0x0707b
3664625:  R.. 0x1393f
3668375:  R.. 0x0307c
3679625:  W.. 0x0707c
3698500:  R.. 0x0307d
3709750:  W.. 0x0707d
3724750:  R.. 0x03a3f
3728500:  R.. 0x0307e
3739750:  W.. 0x0707e
3758500:  R.. 0x0307f
3769750:  W.. 0x0707f
3784750:  R.. 0x13b3f
3811000:  R.. 0x1ffff
3814750:  R.. 0x1ffff
3818500:  R.. 0x1ffff
3822250:  R.. 0x1ffff
3826000:  R.. 0x030fa
3837250:  W.. 0x070fa
3857375:  R.. 0x030fb
3869000:  W.. 0x070fb
3887750:  R.. 0x030fc
3899000:  W.. 0x070fc
3917750:  R.. 0x030fd
3929000:  W.. 0x070fd
3949625:  R.. 0x030fe
3960875:  W.. 0x070fe
3979625:  R.. 0x030ff
3990875:  W.. 0x070ff
4005875:  R.. 0x03c3f
4039625:  R.. 0x0317a
4051000:  W.. 0x0717a
4066000:  R.. 0x13d3f
4069750:  R.. 0x0317b
4081000:  W.. 0x0717b
