  125:  R.. 0x000ff
3366250:  R.. 0x1ffff
3370000:  R.. 0x1ffff
3373750:  R.. 0x1ffff
3381250:  R.. 0x00b00
3396250:  R.. 0x04b00
3409000:  W.. 0x04b00
3439500:  R.. 0x00b01
3454500:  R.. 0x04b01
3465750:  W.. 0x04b01
3527625:  R.. 0x00b80
3542625:  R.. 0x04b80
3553875:  W.. 0x04b80
3557625:  R.. 0x07c7f
3583875:  R.. 0x00b80
3598875:  R.. 0x04b80
3610125:  W.. 0x04b80
3617625:  R.. 0x17d7f
3640000:  R.. 0x00b81
3655000:  R.. 0x04b81
3666250:  W.. 0x04b81
3677500:  R.. 0x07e7f
3726250:  R.. 0x00c00
3737625:  R.. 0x17f7f
3741250:  R.. 0x04c00
3752625:  W.. 0x04c00
3782625:  R.. 0x00c00
3797625:  R.. 0x080bf
3801375:  R.. 0x04c00
3812625:  W.. 0x04c00
3842750:  R.. 0x00c01
3857750:  R.. 0x181bf
3861500:  R.. 0x04c01
3872750:  W.. 0x04c01
3917750:  R.. 0x082bf
3932750:  R.. 0x00c80
3947750:  R.. 0x04c80
3959000:  W.. 0x04c80
3977750:  R.. 0x183bf
3989000:  R.. 0x00c80
4004000:  R.. 0x1ffff
4007750:  R.. 0x1ffff
4011500:  R.. 0x1ffff
4015250:  R.. 0x1ffff
4019000:  R.. 0x04c80
4030125:  W.. 0x04c80
4062000:  R.. 0x00c81
4077000:  R.. 0x04c81
4088250:  W.. 0x04c81
